F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,Target
9.87,3,0.06,153.21,-3.93,Low,5.52,-4187.1,-14876.06,-156.4,8.82,-32.7,0,Rest,4214.76,711.54,78.22
8.91,5,5075.72,72.6,-4.1,Very high,5.47,-4321.77,-18703.96,-136.9,13.09,-26.56,2,UK,4923,667.47,0
13.05,2,17.66,100.65,-9.49,High,7.47,-4794.21,-18630.98,-213.24,5.9,-26.64,10,UK,4231.41,698.13,1758.12
3.03,3,0.04,85.77,-5.73,Very low,2.98,-3725.91,-18835.48,-190.14,6.86,-27.6,6,USA,3315.72,729.57,0
8.94,3,288.16,-3.33,1.35,Low,7.66,-3088.02,-22518.86,-196.62,6.21,-8.26,6,UK,4530.27,589.38,0
3.63,4,1.34,14.55,-3.25,Very low,11.23,-2705.61,-26072.16,-105.5,6.33,-31.58,6,UK,4256.43,700.29,451.7
4.92,3,0.02,150.48,-4.45,Very high,8.94,-3969.12,-12961.74,-243.62,5.84,-32.36,10,UK,5104.89,544.17,2186.52
15.21,5,0.22,-67.47,-1.12,High,2.22,-4395.39,-18495.92,-185.14,9.86,-30.24,8,USA,4982.97,759.09,0
16.47,9,0.86,138.51,-7.96,High,0.25,-1992.66,-14021.57,-170.14,8.41,-41.52,6,UK,5781,584.43,0
14.64,3,5.46,77.31,-0.54,Low,6.88,-3146.61,-18707.42,-125.04,6.43,-41.86,8,Rest,3827.25,889.86,1131.99
8.61,3,1.26,172.41,-2.91,Low,3.16,-3802.86,-14324.56,-267.02,12.38,-27.8,2,UK,3705.66,605.01,0
0.84,2,0,269.91,-3.88,High,9.94,-3703.29,-15237.54,-200.04,6.25,-39.36,6,Rest,3699.36,732.72,2300.05
2.94,3,68.4,173.28,-2.84,Very high,7.97,-2491.47,-7517.65,-185.44,10.54,-28.36,10,Rest,2792.55,765.3,2560.01
4.89,8,485.7,158.67,-9.01,High,4.41,-5302.83,-15613.15,-211.46,9.83,-28.14,6,UK,4864.41,536.31,0
6.81,4,0.04,52.8,-3.19,High,3.53,-3682.56,-17049.29,-174.32,6.94,-27.2,10,Rest,4622.85,916.47,85.51
3.81,4,0.94,123,-3.34,Low,4.59,-3365.13,-16628,-213.54,4.19,-33.6,12,Europe,3510.33,726.51,1087.13
11.25,1,2.52,21.54,-0.01,Very low,1.51,-4782.54,-19134.66,-195.4,10.47,-41.46,8,Rest,4166.94,654.24,0
25.65,9,0.36,8.76,-3.09,Very low,1.95,-3631.02,-13789.65,-164.48,6.95,-25.74,4,Rest,3470.07,847.32,0
6.24,1,18.42,21.21,-12.67,Low,4.6,-3294.84,-17857.58,-187.54,9.67,-31.98,2,UK,3655.41,707.76,0
3.18,2,0.34,165.96,-2.58,Low,4.45,-4357.23,-19845.11,-263.78,11.15,-24.58,8,Europe,4366.95,783.63,249.47
3.3,4,0.78,3.33,-0.35,Very high,2.57,-1900.35,-16816.9,-146.6,9.27,-31.16,14,Rest,3946.41,698.31,874.2
8.16,8,0.4,92.85,-0.38,Low,4.55,-2043.96,-18146.14,-106.24,7.3,-36.42,14,Rest,3697.17,961.53,751.89
19.92,2,0.06,132.84,-2.64,Medium,2.68,-3822.39,-17059.62,-192.3,8.54,-25.82,6,USA,4109.4,726.63,429.02
9.9,2,10.56,185.34,-8.49,Medium,4.79,-3004.8,-15453.38,-202.68,5.13,-39.74,4,USA,4170.63,621.21,609.84
7.26,7,0,218.07,-3.99,Medium,2.03,-2624.58,-16374.1,-209.5,9.25,-29.26,8,UK,4341.06,771.42,484.93
10.77,5,69.16,167.31,-3.67,Very high,1.69,-3290.04,-20892.56,-221.7,13.11,-11.98,6,Rest,4107.9,138.33,620.51
23.13,4,1.58,89.16,-3.35,Low,2,-3280.56,-16105.39,-187.6,7.08,-30.68,10,Rest,5137.23,704.7,378.76
22.77,3,2.82,252.21,-10.27,Medium,3.44,-3662.52,-13211.44,-288.86,5.61,-31.8,4,USA,3958.56,687.09,868.75
2.67,2,2.8,245.76,-6.53,Medium,2.77,-3015.42,-11466.31,-228.86,5.31,-24.9,12,Rest,3838.86,695.34,1603.33
5.79,6,6.88,201.6,0.86,Low,3.36,-4231.32,-23358.06,-141.88,9.55,-32.02,12,USA,2963.01,918.6,258.27
38.16,3,0.26,86.97,-1.41,Low,1.07,-3209.88,-7442.8,-188.36,5.41,-30.56,4,UK,3894.84,690.15,1517.22
15.96,2,0.04,76.02,-4.41,Very low,0.93,-3814.14,-16333.47,-151.66,5.53,-17.38,4,Europe,4691.46,803.25,0
15.93,4,0.6,300.45,-5.85,Very low,1.13,-2791.11,-13134.34,-112.5,6.14,-31.04,6,UK,3327.66,810.18,2163.1
18.18,4,89.54,-6.51,2.28,High,1.94,-4350.99,-18942.99,-183.72,5.81,-43.14,12,Rest,5332.56,604.02,0
22.38,2,0.3,168.39,-4.11,High,3.79,-1946.52,-7975.4,-217.74,8.56,-26.12,12,Europe,2084.07,740.79,3796.49
16.83,1,67.4,264.54,-2.88,High,3.61,-3295.89,-22941.68,-176.58,10.87,-25.62,4,Europe,5073.54,728.85,3370.82
21.45,4,0.02,107.85,-8.42,Low,2.71,-3496.89,-17900.7,-151.32,10.63,-34.06,6,USA,2408.88,722.07,494.71
20.19,2,2.38,148.5,-2.66,Very high,2.41,-4779.51,-17531.74,-185.86,7.29,-27.26,10,Europe,3523.05,961.38,2870.06
15.75,7,0.08,297.33,-1.5,Very high,5.75,-3501.03,-20826.98,-239.42,7.62,-29.62,10,Europe,4660.08,481.26,3574.85
10.2,3,142.48,364.62,-4.79,High,3.44,-4303.02,-14183.37,-230.38,4.55,-18.7,2,UK,4802.73,745.47,1791.65
10.59,5,81.78,75.3,-5.24,Low,9.73,-3791.67,-19941.8,-92.5,6.94,-32.38,6,UK,3880.92,840.57,667.95
7.65,4,60.62,100.92,-7.54,Very high,3.74,-4102.11,-14901.16,-278.28,8.82,-34.38,4,Europe,4911.18,786.99,0
9.51,3,1.54,281.34,-5.34,High,1.5,-3474.27,-22546.8,-138.02,9.3,-25.48,6,USA,4569.33,882.33,545.06
0.45,5,10.74,85.2,-5.72,High,3.95,-4235.97,-23647.39,-235.96,6.89,-15.78,12,Europe,4283.28,837.06,0
13.74,7,0.48,197.94,-3.18,High,1.59,-3498.48,-24540.71,-154.32,9.82,-11.86,10,USA,3293.28,557.52,428.62
12.81,3,0.08,16.74,-5.73,Very high,1.26,-3353.97,-13097.57,-212.78,9.66,-28.6,2,Rest,4381.74,702.42,0
20.67,0,218.28,197.4,-7.67,Medium,3.54,-3217.71,-17464.98,-154.88,5.05,-32.36,10,Europe,4156.32,708.18,3691.87
10.65,2,103.16,132.87,-2.45,High,6.45,-3000.63,-11203.46,-119.64,5.72,-34.6,14,Rest,3366.12,816.78,2316.92
12.63,2,1.06,145.2,-5.05,Very low,2.63,-2073.48,-15567.21,-125.94,6.68,-29.5,12,UK,3295.77,717.42,2447.35
4.38,3,11.08,97.53,-6.31,Very low,3.08,-3246.36,-15866.08,-195.68,7.26,-24.72,2,UK,4581.81,714.99,0
6.18,6,153.64,285.24,-2.29,Very low,2.03,-3921.84,-25555.6,-187,5.94,-28.1,2,Europe,4634.19,770.37,0
2.4,4,0.38,120.96,-4.42,Very high,2.76,-5686.41,-13596.85,-185.96,5.58,-32.06,2,USA,3684,787.83,0
17.97,3,16.46,232.29,-4.6,Medium,7.96,-3264.93,-13825.89,-198.04,6.78,-12.62,6,USA,4947.51,566.55,1122.57
10.26,4,27.9,295.05,-0.32,High,0.61,-3352.02,-19399.73,-194.36,7.36,-25.86,12,UK,3973.68,804.24,2362.58
33.51,0,2.54,255.87,-7.19,Very high,5.88,-2198.73,-17432.43,-286.4,11.87,-32.08,10,Rest,6580.59,705.36,3439.79
14.58,7,150.66,143.07,-1.42,Medium,1.8,-4965.48,-15881.08,-168.94,6.36,-29.94,8,UK,2736.69,661.23,0
0.42,3,0.1,190.11,-5.92,Very high,11.11,-4095.24,-14821.03,-143.1,6.13,-28.26,6,Europe,4481.16,551.19,3280.59
2.97,6,20,308.04,-4.69,Medium,1.28,-2933.46,-13481.91,-286.56,5.59,-43.18,14,USA,4247.79,511.11,583.84
4.74,4,0.08,169.23,2.55,Medium,2.54,-2777.58,-17220.05,-110.64,1.84,-18.8,8,USA,5038.26,687.6,174.76
9.93,0,2.18,27.87,-3.91,Very low,2.72,-2977.59,-8051.36,-206.06,5.41,-12.38,10,Europe,4378.41,577.11,338.93
4.56,3,1.68,120.24,-2.33,Medium,4.35,-3261.33,-17570.09,-79.66,13.28,-29.92,6,USA,2904.48,728.94,395.47
10.44,9,0.02,136.8,-11.31,Very high,5.29,-2180.76,-4633.08,-162.02,7.39,-27.44,12,USA,5369.28,727.62,421.37
6.33,2,7.48,-9.93,-7.6,Low,1.92,-2477.88,-21148.62,-245.76,4.67,-19.28,6,Rest,4180.92,640.29,0
24.84,1,9.08,251.37,-3.03,High,6.21,-4190.67,-15993.68,-240.96,6.69,-30.72,2,Europe,4646.19,706.17,3616.82
18.18,1,130.88,75.18,-0.75,Medium,2.56,-3570.84,-7490.93,-194.3,10.33,-51.84,18,Europe,3651.21,703.89,3367.45
16.71,1,0.32,-16.77,-0.35,Medium,10.8,-3157.26,-19617.12,-226.94,4.97,-36.88,12,USA,4012.53,784.53,1186.26
2.28,2,0.7,26.88,-8.95,Very high,1.97,-2418.57,-19812,-123.28,4.16,-28.66,4,UK,4335.15,656.49,0
11.61,2,7.16,-37.44,-2.06,Very low,2.75,-4729.17,-18088.83,-204.22,9.01,-14.5,4,Rest,4069.8,748.47,0
13.26,3,0.56,273.72,-3.12,Very low,2.47,-3953.94,-16917.74,-192.72,8.77,-32.54,10,UK,3361.26,726.09,2022.55
24.12,4,0.02,147.93,2.43,Medium,0.29,-4366.98,-12447.04,-266.86,8.44,-27.42,2,Europe,4864.29,714.78,0
15,4,6.7,137.94,-2.54,High,1.79,-3107.4,-15070.09,-202.06,10.63,-24.34,4,Europe,5248.38,859.23,172.21
9.03,2,1.34,137.67,-2.86,Very high,2.63,-3965.88,-14576.16,-167.92,12.2,-42.8,10,Europe,3936.51,495.57,2069.82
5.34,5,6.02,163.11,-1.31,Medium,6.49,-3284.04,-20505.65,-138.02,10.24,-30.24,10,UK,4515.72,654,1257.68
2.76,4,200.14,60.15,-0.88,Very low,6.83,-2679.66,-12733.84,-213.18,6.54,-28.06,8,UK,5629.41,463.65,0
19.47,3,1.66,123.66,-5.49,Very high,5.76,-3761.97,-19763.8,-169.88,7.62,-39.2,8,UK,4340.76,706.29,2369.29
11.61,4,0.1,176.52,-6.08,Very low,1.88,-2689.38,-15987.66,-127.62,6.28,-30.3,10,UK,3511.26,569.91,1312.62
3.99,3,13.76,191.1,-1.69,Very high,1.82,-3186.63,-14620.35,-209.42,10.85,-35.44,12,UK,3050.01,647.64,2388.11
7.14,5,76.76,149.67,-3.2,High,4.34,-4341.39,-15548.67,-67.92,9.16,-27.78,16,UK,4081.05,694.35,1227.62
4.5,4,5.9,186.24,-7.05,Very high,1.02,-3997.08,-17722.38,-150.72,12.46,-32.64,10,UK,5747.85,785.22,0
5.25,3,0.04,176.76,-3.48,Very high,6.43,-2319.21,-16347.63,-120.86,3.91,-31.2,6,Rest,4344.6,810.45,1805.17
14.16,4,0.4,55.41,-2.82,Low,3.41,-3927.72,-14328.33,-288.92,10.26,-27.44,12,Rest,6297.42,882.66,0
9.9,4,54949.06,172.14,-3.24,Very low,10.3,-3432.12,-28243.16,-187.7,3.92,-29.78,12,UK,4627.11,916.86,2277.7
3.57,4,0.62,133.38,4.07,Low,6.97,-2728.71,-17350.25,-180.02,5.27,-32.38,10,Europe,3420.36,716.31,2624.78
7.53,5,0.5,29.85,-3.12,Very high,1.89,-3053.16,-14106.38,-181.18,3.04,-15.04,8,USA,3331.62,816,117.98
20.76,5,2.16,91.53,1.05,Very low,2.48,-3683.25,-14526.98,-181.68,6.64,-28.16,8,Rest,3107.49,798.63,354.05
14.55,4,0.04,74.61,-5.13,Medium,3.27,-1952.76,-19428.33,-238.98,6.98,-35.76,18,UK,4541.61,636.72,2399.79
10.71,5,0.06,98.64,-1.27,High,1.97,-4100.1,-8964.41,-201.54,6.35,-15.32,10,USA,5439.9,869.37,0
4.77,6,0.4,78.66,-4.39,Very high,7.88,-3072.66,-17977.22,-225.86,7.36,-29.28,6,Europe,4086.18,428.1,1179.69
5.4,2,29.18,162.42,-0.94,High,2.82,-3292.2,-19781.41,-249.72,10.21,-36.38,4,USA,4915.92,543.48,186.33
10.62,6,6.54,100.5,-2.64,Very high,2.58,-2625.51,-16018.8,-233.72,8.83,-47.18,6,Europe,4511.85,708.84,363.98
9.72,3,2.42,155.52,-5.74,Very low,4.83,-3771.66,-16546.79,-181.9,8.87,-19.14,8,Europe,3240.36,659.07,1290.43
7.11,2,3.84,224.58,-2.34,Medium,1.28,-2282.31,-16892.49,-30.6,3.54,-34.8,14,USA,6370.74,696.45,546.71
21.12,1,113.86,216.48,-4.7,High,1.59,-3169.65,-14864.97,-200.42,7.92,-30.56,6,USA,3851.13,623.19,1081.64
1.53,2,0.82,145.35,-6.4,High,3.56,-4590.63,-11312.35,-152.68,10.8,-26.36,2,Rest,4149.24,752.76,0
3.48,0,3.92,79.8,-4.25,Low,0.73,-2586.48,-21209.64,-130.9,10.26,-23.22,12,USA,4596.93,762.48,211.74
7.35,3,0.28,142.89,-3.47,Medium,5.54,-3464.64,-16185.17,-121.22,6.94,-23.52,10,Rest,4114.77,696.42,1107.65
12.96,3,3.18,140.61,-7.28,Low,7.68,-1988.43,-15326.89,-147.64,14.73,-32.94,8,USA,2270.28,805.68,1569.48
11.19,2,65.38,46.95,-4.13,Low,2.56,-3666.99,-20372,-243.02,3.69,-27.66,8,Europe,6159.3,736.83,0
7.14,5,351.42,57.06,-9.48,High,2.98,-2507.64,-15919.56,-196.4,12,-30.96,10,Rest,4360.56,697.26,374.55
1.65,5,0,188.7,-2.39,Low,3.33,-3024.84,-17557.94,-50.76,6.22,-34.36,6,USA,4779.12,930.99,25.89
9.93,5,98.12,242.52,-3.12,High,4.5,-3988.32,-13506.33,-194.78,4.8,-31.3,6,UK,3079.56,886.86,1978.29
14.22,2,0.04,34.02,-3.08,High,5.26,-3257.49,-11288.66,-252.94,6.76,-37,6,Europe,5067.12,341.76,785.02
19.14,4,12.14,53.37,-0.45,High,0.41,-2885.37,-20490.51,-132.04,2.67,-39.54,8,UK,4726.35,723.42,0
9.12,5,0.42,148.71,-3,High,4.03,-3596.76,-2730.84,-167.58,12.12,-45.82,6,Rest,4884.15,820.53,291.94
32.82,3,14.66,75.63,-2.92,Very high,4.11,-2657.97,-16019.52,-236.6,7.55,-32.66,8,Europe,3372.51,593.97,3734.99
25.65,6,6.64,101.79,0.8,Very low,3.67,-2537.49,-16506.55,-128.98,9.99,-39.74,8,UK,3716.76,648.6,1264.64
4.8,3,39.04,190.56,-4.44,Low,3.7,-4795.65,-14687.2,-276.68,6.72,-28.1,10,Europe,5485.17,692.79,0
15.93,0,768.48,210.51,-0.79,High,4.22,-4183.95,-16742.13,-118.62,7.03,-25.44,10,Rest,3813.27,507.48,2041.66
2.76,2,0.52,80.58,-4.07,Very high,4.3,-4097.16,-19500.1,-234.9,6.24,-34.62,12,Europe,5789.31,747.24,214.25
4.2,3,3.96,95.16,1.65,Very high,0.61,-2688.66,-17685,-249.22,8.53,-28.26,4,UK,3993.81,763.89,0
14.43,4,7.74,45.99,-3.32,Very high,0.06,-3576.75,-17868.44,-179.5,8.25,-43.26,2,Europe,3728.19,1040.79,0
13.14,2,35.74,35.22,-5.35,Low,2.05,-3162.72,-13565.24,-190.8,5.9,-26.92,4,UK,3620.46,682.62,0
18.12,5,0.02,156.51,-4.2,High,7.59,-2133.24,-16892.26,-163.22,3.52,-36.2,4,UK,5356.56,748.71,2361.22
14.49,4,0.66,121.77,3.52,Very low,2.57,-2831.04,-13351.54,-130.18,6.72,-31.38,6,Rest,5762.67,709.23,0
17.94,5,2.16,14.13,-5.46,Medium,0.92,-3789.36,-15823.89,-193.18,13.66,-40.1,10,UK,4660.14,664.59,0
3.33,6,11.9,237.63,-2,Very low,4.04,-2874.78,-14390.56,-291.06,9.55,-22.9,10,Rest,4623.78,698.85,474.22
10.32,6,0.04,144.81,-3.91,Very low,1.83,-4234.2,-13136.86,-247.42,9.16,-31,10,UK,4139.97,553.98,0
17.46,9,0.46,9.09,-6.76,Medium,7.89,-2769.51,-12048.6,-126.88,7.94,-27.42,4,UK,4724.31,743.13,0
12.18,2,0,315.9,-1.13,Medium,2.53,-4831.14,-17420.81,-221.28,9.16,-23.08,4,UK,5036.61,754.98,952.17
26.28,3,2.46,151.2,-7.45,Very low,4.27,-2361.45,-13223.22,-60.76,6.19,-28.38,4,USA,3914.28,473.88,790.97
10.98,5,4.42,112.74,-8.59,High,5.13,-2129.13,-15796.55,-193.74,8.02,-21.16,10,UK,4882.89,566.76,1821.69
16.98,5,127.26,90.48,-4.3,Medium,5.54,-2159.34,-17604.45,-253.88,8.04,-31.9,2,USA,4859.58,741.9,271.65
15.93,4,0.96,19.38,-3.43,Very low,3.33,-3168.84,-19402.9,-157.58,9.34,-28.38,14,USA,3938.4,667.71,177.87
1.95,5,0.18,206.88,-3.28,Very low,1.02,-4578.69,-15377.1,-63.88,3.04,-37.76,14,USA,3540.63,1036.59,0
15.72,1,580.56,167.61,-2.56,High,4.5,-5419.29,-20018.47,-186.24,3.59,-40.94,10,USA,4973.76,798.39,394.02
2.88,3,1.08,-13.8,-5.56,Medium,6.4,-3035.55,-21198.99,-188.04,9.88,1.7,10,USA,3770.73,697.08,196.94
19.23,2,0.14,28.98,-7.29,Very high,3.58,-3373.38,-14664.1,-62.3,4.52,-22.54,12,USA,3714.03,871.5,814.47
11.07,5,4.62,-36.12,-1.46,Low,1.23,-3640.53,-12470.57,-276.74,6.91,-31.18,4,Europe,3923.13,571.59,0
13.41,1,0,200.13,-0.98,Medium,1.48,-2794.59,-15798.43,-154.28,11.88,-28.88,8,UK,3849.9,670.38,2427.17
8.76,4,0.56,103.89,-0.01,Very high,5.24,-3535.53,-10064.68,-190.74,7.74,-25.62,6,Europe,4386.09,752.88,1031.12
16.32,4,2.98,248.94,-1.3,Very high,0.39,-4730.79,-19370.87,-215.76,11.07,-28.18,4,USA,5727.72,800.31,48.03
26.88,4,3.16,144.81,-4.2,High,7.66,-2414.85,-13160.24,-187.8,8.27,-30.4,6,Rest,3809.46,635.67,2505.65
10.17,4,39.06,200.64,-7.51,High,3.34,-4280.25,-18630.28,-281.16,6.87,-26.34,8,Rest,3776.1,1273.23,853.64
29.73,4,2.76,23.55,-0.9,Very high,1.94,-3114.33,-23186.38,-162.72,6.28,-30.08,8,USA,4268.49,638.76,491.12
12.33,4,46.94,-1.38,-3.43,Very low,5.03,-2525.19,-15153.96,-223.32,5.78,-25.94,6,UK,4324.44,693.96,0
4.35,2,0.42,35.97,-7.24,Very low,3.46,-2321.01,-11138.05,-137.7,8.61,-25.92,12,Rest,2759.13,685.86,886.17
12.06,6,12.8,250.38,-4.45,Very high,1.78,-5725.92,-10236.64,-222,7.27,-28.82,12,Europe,3679.59,852.09,763.04
56.94,5,0,164.22,-1.67,Very high,0.83,-2875.95,-8402.3,-118.12,8.01,-40.04,6,UK,6650.43,689.01,2653.71
3.18,4,17.06,149.88,0.06,Medium,12.16,-4414.5,-20479.21,-121.24,8.95,-35.24,8,UK,5261.85,846.84,1265.83
23.16,4,11.7,76.5,-7.15,High,4.54,-3605.19,-15931.98,-196.7,2.71,-26.82,10,USA,5086.2,909.84,435.31
23.43,5,0.28,-34.8,-3.09,High,5.12,-1093.41,-18396.26,-274.58,9.3,-29.76,8,Rest,5625.09,658.83,959.7
7.71,4,9.32,177.87,-2.42,High,3.85,-4773.09,-15494.33,-117.94,1.78,-35.84,4,UK,4163.4,747.21,0
18.84,3,159.48,55.44,-0.78,High,1.38,-3606.87,-18895.42,-133.84,4.98,-46.04,6,UK,4242.48,543.27,0
3.21,8,0.82,231.15,-3.91,Very low,3.49,-3778.2,-17755.11,-117.78,3.09,-36.2,10,USA,3069.51,749.64,88.09
11.22,4,13.18,-49.74,-4.35,Very low,3.71,-3448.83,-22275.93,-203.12,4.77,-28.46,12,UK,4663.86,764.13,0
18.27,5,0.36,50.22,-3.43,Medium,6.84,-1993.62,-17394.98,-168.18,5.64,-29.14,12,UK,2911.59,715.59,2733.96
17.64,4,1.9,148.65,-5.97,High,3.45,-3317.73,-31197.64,-161.14,6.38,-27.62,14,USA,3275.61,661.14,1088.68
3.6,3,0.02,78.6,-7.7,Medium,2.49,-2714.43,-17170.49,-142.3,9.06,-9.92,2,USA,4622.58,919.11,0
16.26,5,0.68,239.88,-3.77,Medium,1.87,-3029.88,-31230.39,-171.82,9.1,-27.34,8,Europe,5128.53,768.27,1510.38
11.61,6,0.04,112.92,-9.4,Very high,1.86,-3561.15,-14851.85,-168.54,12.45,-21,4,Europe,2262.45,771.18,764.61
8.73,4,5.86,273.03,-2.67,Low,15.92,-5072.01,-25494.6,-169.24,4.33,-31.28,6,USA,3969.99,609.15,1342.36
14.52,5,6.04,-58.41,-3.82,Very high,0.37,-3320.94,-8310.3,-203.04,10.32,-25.64,2,Rest,3655.92,739.26,0
17.37,6,3.1,68.28,-1.94,Very low,0.77,-3961.62,-17318.36,-193.8,13.72,-32.18,10,UK,4664.37,773.13,0
9.81,4,82.52,154.14,-3.65,Very low,6.4,-3302.1,-16083.54,-151.88,11.64,-30,6,USA,4653.18,673.32,207.95
14.79,7,2.04,105.84,-4.57,Very low,4.88,-4227.9,-20419.02,-173.82,7.74,-30.18,10,UK,5120.91,703.02,0
9.18,7,0.4,-25.62,1.36,Very low,3.96,-3377.49,-12543.21,-276.68,8.94,-30.04,16,USA,4408.26,754.02,0
19.86,5,534.02,66.21,-2.42,Low,9.27,-3626.4,-23065.44,-248.7,11.28,-21.88,6,USA,5068.71,714.42,269.2
13.17,5,5.66,131.25,0.75,Very high,1,-3078,-15362.01,-87.1,9.32,-19.24,10,UK,5075.94,665.37,376.83
11.64,6,0.56,302.28,-0.17,Very high,5.63,-3105.87,-9238,-116.16,8.16,-26.9,10,Europe,2545.83,634.41,3777.17
13.71,5,0,80.31,-0.43,Very high,1.87,-2842.41,-15701,-257.04,9.82,-28.54,2,Europe,4499.67,720.96,86.63
2.34,8,4.56,-38.43,-3.33,Very low,2.26,-3014.7,-19169.29,-19.38,3.87,-24.96,4,Rest,5589.27,644.1,0
3.54,1,18.78,105.54,-3.49,High,3.89,-3433.98,-17330.2,-111.98,6.77,-26.98,6,Europe,4600.86,639.72,612.76
4.71,8,0.02,113.58,0.28,High,2.85,-3450.09,-18633.27,-249.72,4.12,-21.14,4,UK,4636.62,724.41,0
10.98,5,48.7,-15.18,-9.27,Low,6.16,-3444.39,-8170.55,-263.18,10.47,-13.64,10,Rest,3727.5,276.99,94.92
15.48,4,8.62,34.29,-2.95,Very low,2.39,-2889.03,-13445.76,-317.52,6.97,-43.6,10,Europe,5233.92,646.77,0
10.38,5,0.04,118.44,-1.31,Very high,6.9,-3093.66,-15543.48,-213.04,6.53,-12.76,4,UK,2563.56,674.4,2369.37
9.21,9,1.38,199.92,0.69,Very high,4.06,-2618.67,-19924.22,-107.7,9.52,-31.86,2,Rest,3253.62,702.15,748.62
31.41,8,1.42,290.97,-5.84,Very low,3.38,-3393.27,-3598.66,-248.28,7.35,-27.5,12,UK,4980.18,881.19,2173.32
5.1,2,0.2,36.57,1.29,Medium,4.17,-3527.58,-17016.24,-283.48,7.68,-33.46,4,Rest,4479.9,899.97,0
8.16,4,0.26,274.74,-3.11,Low,3.21,-2044.8,-22106.85,-184.02,5.97,-33.9,4,USA,5010.84,730.95,515.16
10.86,3,0.72,140.85,-8.09,Low,3.33,-4846.11,-18863.53,-82.6,4.72,-28.86,6,USA,4965.21,656.07,0
23.4,5,0.04,104.76,4.62,High,1.68,-3403.14,-15711.82,-225.18,10.02,-25.26,8,UK,4041.66,682.8,1058.94
22.02,4,0.2,120.6,-4.26,Low,0.52,-3572.58,-15583.08,-179.76,15.05,-49.12,12,UK,4575.48,689.31,350.89
6.24,3,43.52,40.11,-5.19,Very high,1.33,-3200.16,-8677.02,-185.98,12.14,-9.86,12,USA,4746,775.62,110.45
6.6,7,1.86,240.84,-8.53,Low,2.48,-4607.1,-12661.03,-239.94,4.48,-34.86,8,USA,3175.86,726.96,40.22
17.37,5,455.34,136.65,-0.77,High,1.5,-3693.33,-12019.29,-206.64,4.74,-28.46,4,Rest,4211.13,736.95,183.01
9.45,8,9.52,77.28,-3.38,Low,0.8,-2891.94,-17967.68,-101.02,8.98,-21.64,4,Europe,3762.45,689.97,0
15.84,3,0,119.22,-3.66,Very low,5.55,-3585.15,-13985.56,-154.02,12.14,-7.68,10,USA,3093.36,781.89,679.06
1.89,5,0,277.38,-4.71,Low,0.3,-2477.4,-16635.87,-222.26,5.65,-30.46,10,Europe,3628.59,867.99,1611.64
26.64,3,84.08,121.32,-0.15,Low,3.32,-2367.12,-16123.16,-98.76,6.67,-49.16,6,USA,5971.62,441.75,396.84
19.41,6,3.24,115.44,0.78,Low,8.27,-3593.43,-23101.8,-241.1,7.67,-32.14,8,UK,3785.88,1001.4,1740.35
12.24,3,5.36,56.1,-7.71,Medium,0.53,-3311.4,-15717.46,-185.88,12.51,-6.28,10,UK,5084.16,800.25,0
8.25,3,396.24,31.89,-2.58,Medium,6.96,-4257.78,-19532.5,-218.18,0.1,-28.96,16,USA,4234.68,685.59,355.64
10.71,2,9.74,117.9,2.28,High,1.08,-2758.08,-15889.5,-177.28,2.97,-27.74,4,Europe,4134.18,652.62,780.56
15.84,3,0.4,80.7,-1.44,High,1.97,-4322.4,-21527.6,-112.04,6.92,-29.94,6,UK,3806.58,690.21,0
5.85,5,0.56,-4.65,-2.25,High,1.06,-3343.41,-15931.28,-175.68,11.4,-32.5,8,USA,4896.66,745.2,0
5.88,3,11.54,260.73,-2.08,Medium,2.05,-1577.31,-16538.16,-103.24,9.23,-43.1,8,Rest,3747.96,815.16,1868.61
5.64,3,2705.82,272.79,2.52,Very high,4.79,-2430.96,-17528.19,-265.72,7.07,-37.6,8,Europe,4156.59,784.38,3694.77
22.86,4,15.56,122.25,-2.4,Very low,7.93,-3755.19,-22912.35,-217.4,3.07,-27.9,12,UK,3751.29,820.05,2418.52
8.19,4,0,124.17,-4.16,Medium,4.76,-3699,-8690.93,-183.06,14.93,-23.7,6,USA,4511.25,641.73,134.48
16.38,5,8664.18,118.32,-0.58,Very high,3.24,-4021.02,-13559.75,-182.7,7.5,-33.62,10,UK,5814.72,369.48,0
4.89,4,0.02,200.55,-0.77,Very high,3.57,-4312.62,-13159.18,-247.06,10.24,-17.2,6,USA,3922.2,788.46,312.71
3.12,3,606.28,196.68,-6,Very low,2.63,-2960.94,-15333.05,-254.02,10.93,-34.76,14,UK,5925.33,622.86,0
9.99,4,6.54,5.46,-4.5,Very low,2.59,-4058.43,-3231.97,-225.72,5.05,-26.04,4,UK,3147.18,701.58,0
14.43,5,0.12,170.04,-3.75,Medium,1.68,-2802.96,-21246.72,-192.38,9.39,-15.48,20,Rest,4170.33,562.53,1640.37
8.4,5,252.72,140.97,-10.51,Very low,1.38,-3423.72,-4978.52,-216.2,10.88,-35.76,8,UK,5378.1,730.74,0
6,4,51.12,173.46,-1.72,Low,13.6,-4009.56,-12123.09,-204.2,5.72,-28.42,2,Europe,3806.07,542.94,2831.17
1.05,4,26.14,122.88,-1.41,Very high,1.77,-3872.91,-16079.06,-240.86,12.1,-23.88,10,Rest,4951.23,687.93,0
7.95,7,0.26,15.69,-4.38,Very high,2.88,-3244.5,-14941.34,-116.14,6.4,-54.68,6,USA,5496.57,720.6,0
